,DateTime,Count,Holiday,Temp,Hum,Month,Year,Day,DayofWeek,2,3,4,5,6,7,8,9,10,11,12,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
145,2011-05-26,4677,0,0.7083333333333335,0.6775000000000001,5,2011,26,Thursday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
146,2011-05-27,4679,0,0.6816666666666665,0.65375,5,2011,27,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2011-05-28,4758,0,0.6558333333333334,0.7295833333333334,5,2011,28,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
148,2011-05-29,4788,0,0.6675000000000001,0.8187499999999998,5,2011,29,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
149,2011-05-30,4098,1,0.7333333333333333,0.685,5,2011,30,Monday,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
150,2011-05-31,3982,0,0.7749999999999999,0.6366666666666666,5,2011,31,Tuesday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
151,2011-06-01,3974,0,0.7641666666666663,0.6770833333333334,6,2011,1,Wednesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
152,2011-06-02,4968,0,0.7150000000000002,0.305,6,2011,2,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
153,2011-06-03,5312,0,0.62,0.35416666666666674,6,2011,3,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,2011-06-04,5342,0,0.6350000000000001,0.4562500000000001,6,2011,4,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
155,2011-06-05,4906,0,0.6483333333333333,0.6525,6,2011,5,Sunday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
156,2011-06-06,4548,0,0.6783333333333332,0.5999999999999999,6,2011,6,Monday,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
157,2011-06-07,4833,0,0.7075,0.5979166666666668,6,2011,7,Tuesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
158,2011-06-08,4401,0,0.7758333333333335,0.6220833333333334,6,2011,8,Wednesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
159,2011-06-09,3915,0,0.8083333333333332,0.5683333333333334,6,2011,9,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
160,2011-06-10,4586,0,0.7549999999999999,0.605,6,2011,10,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,2011-06-11,4966,0,0.7250000000000001,0.6545833333333334,6,2011,11,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
162,2011-06-12,4460,0,0.6924999999999999,0.7479166666666668,6,2011,12,Sunday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
163,2011-06-13,5020,0,0.6349999999999999,0.4945833333333334,6,2011,13,Monday,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
164,2011-06-14,4891,0,0.6041666666666667,0.5070833333333333,6,2011,14,Tuesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
165,2011-06-15,5180,0,0.6266666666666666,0.4716666666666666,6,2011,15,Wednesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
166,2011-06-16,3767,0,0.6283333333333333,0.6883333333333334,6,2011,16,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
167,2011-06-17,4844,0,0.6491666666666666,0.7358333333333332,6,2011,17,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,2011-06-18,5119,0,0.6966666666666667,0.6704166666666667,6,2011,18,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
169,2011-06-19,4744,0,0.6991666666666667,0.6666666666666666,6,2011,19,Sunday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
170,2011-06-20,4010,0,0.6349999999999999,0.74625,6,2011,20,Monday,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
171,2011-06-21,4835,0,0.6808333333333333,0.7704166666666664,6,2011,21,Tuesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
172,2011-06-22,4507,0,0.7333333333333334,0.7074999999999999,6,2011,22,Wednesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
173,2011-06-23,4790,0,0.7283333333333334,0.7033333333333331,6,2011,23,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
174,2011-06-24,4991,0,0.7241666666666667,0.5733333333333333,6,2011,24,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,2011-06-25,5202,0,0.695,0.4833333333333334,6,2011,25,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
176,2011-06-26,5305,0,0.68,0.5133333333333335,6,2011,26,Sunday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
177,2011-06-27,4708,0,0.6825000000000001,0.6583333333333333,6,2011,27,Monday,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
178,2011-06-28,4648,0,0.7441666666666665,0.6341666666666667,6,2011,28,Tuesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
179,2011-06-29,5225,0,0.7283333333333335,0.49791666666666673,6,2011,29,Wednesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
180,2011-06-30,5515,0,0.6966666666666667,0.4341666666666666,6,2011,30,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
181,2011-07-01,5362,0,0.7225000000000001,0.39625,7,2011,1,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182,2011-07-02,5119,0,0.7383333333333333,0.4445833333333334,7,2011,2,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
183,2011-07-03,4649,0,0.7166666666666668,0.6825,7,2011,3,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
184,2011-07-04,6043,1,0.7266666666666666,0.6379166666666668,7,2011,4,Monday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
185,2011-07-05,4665,0,0.7466666666666669,0.5904166666666668,7,2011,5,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
186,2011-07-06,4629,0,0.7200000000000001,0.7433333333333332,7,2011,6,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
187,2011-07-07,4592,0,0.7499999999999997,0.6512499999999998,7,2011,7,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
188,2011-07-08,4040,0,0.7091666666666666,0.7579166666666669,7,2011,8,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189,2011-07-09,5336,0,0.7333333333333333,0.6091666666666667,7,2011,9,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
190,2011-07-10,4881,0,0.7474999999999999,0.5783333333333335,7,2011,10,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
191,2011-07-11,4086,0,0.7624999999999997,0.6358333333333334,7,2011,11,Monday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
192,2011-07-12,4258,0,0.7941666666666668,0.5591666666666666,7,2011,12,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
193,2011-07-13,4342,0,0.7466666666666667,0.6316666666666665,7,2011,13,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
194,2011-07-14,5084,0,0.6808333333333333,0.47625,7,2011,14,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
195,2011-07-15,5538,0,0.6633333333333333,0.5912499999999999,7,2011,15,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
196,2011-07-16,5923,0,0.6866666666666666,0.5849999999999999,7,2011,16,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
197,2011-07-17,5302,0,0.7191666666666667,0.6041666666666667,7,2011,17,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
198,2011-07-18,4458,0,0.7466666666666667,0.6512500000000001,7,2011,18,Monday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
199,2011-07-19,4541,0,0.7766666666666665,0.6504166666666666,7,2011,19,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
200,2011-07-20,4332,0,0.7683333333333334,0.7070833333333333,7,2011,20,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
201,2011-07-21,3784,0,0.8150000000000001,0.69125,7,2011,21,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
202,2011-07-22,3387,0,0.8483333333333333,0.5804166666666667,7,2011,22,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,2011-07-23,3285,0,0.8491666666666666,0.5000000000000001,7,2011,23,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
204,2011-07-24,3606,0,0.8300000000000002,0.5508333333333334,7,2011,24,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
205,2011-07-25,3840,0,0.7433333333333333,0.7570833333333334,7,2011,25,Monday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
206,2011-07-26,4590,0,0.7716666666666668,0.5408333333333334,7,2011,26,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
207,2011-07-27,4656,0,0.7749999999999999,0.4029166666666666,7,2011,27,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
208,2011-07-28,4390,0,0.7791666666666668,0.5833333333333334,7,2011,28,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
209,2011-07-29,3846,0,0.8383333333333334,0.5425000000000002,7,2011,29,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,2011-07-30,4475,0,0.8041666666666668,0.4658333333333333,7,2011,30,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
211,2011-07-31,4302,0,0.8058333333333333,0.4808333333333334,7,2011,31,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
212,2011-08-01,4266,0,0.7716666666666666,0.5508333333333332,8,2011,1,Monday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
213,2011-08-02,4845,0,0.7833333333333333,0.49125,8,2011,2,Tuesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
214,2011-08-03,3574,0,0.7316666666666665,0.6574999999999999,8,2011,3,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
215,2011-08-04,4576,0,0.71,0.7574999999999998,8,2011,4,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
216,2011-08-05,4866,0,0.7108333333333333,0.6308333333333335,8,2011,5,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,2011-08-06,4294,0,0.7166666666666668,0.7549999999999998,8,2011,6,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
218,2011-08-07,3785,0,0.7425,0.7529166666666667,8,2011,7,Sunday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
219,2011-08-08,4326,0,0.765,0.5920833333333334,8,2011,8,Monday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
220,2011-08-09,4602,0,0.7750000000000002,0.5704166666666669,8,2011,9,Tuesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
221,2011-08-10,4780,0,0.7666666666666666,0.4241666666666666,8,2011,10,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
222,2011-08-11,4792,0,0.7175000000000001,0.4237499999999999,8,2011,11,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
223,2011-08-12,4905,0,0.7083333333333334,0.41500000000000004,8,2011,12,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,2011-08-13,4150,0,0.6858333333333332,0.7295833333333333,8,2011,13,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
225,2011-08-14,3820,0,0.6766666666666667,0.8174999999999996,8,2011,14,Sunday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
226,2011-08-15,4338,0,0.6658333333333333,0.7120833333333335,8,2011,15,Monday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
227,2011-08-16,4725,0,0.7008333333333335,0.5783333333333333,8,2011,16,Tuesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
228,2011-08-17,4694,0,0.7233333333333335,0.5754166666666667,8,2011,17,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
229,2011-08-18,3805,0,0.7116666666666668,0.6545833333333335,8,2011,18,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
230,2011-08-19,4153,0,0.6849999999999999,0.7229166666666668,8,2011,19,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,2011-08-20,5191,0,0.6975000000000001,0.6741666666666667,8,2011,20,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
232,2011-08-21,3873,0,0.7108333333333334,0.7699999999999997,8,2011,21,Sunday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
233,2011-08-22,4758,0,0.6916666666666668,0.4700000000000002,8,2011,22,Monday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
234,2011-08-23,5895,0,0.6408333333333335,0.45541666666666664,8,2011,23,Tuesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
235,2011-08-24,5130,0,0.6733333333333333,0.6050000000000001,8,2011,24,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
236,2011-08-25,3542,0,0.6841666666666667,0.7716666666666665,8,2011,25,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
237,2011-08-26,4661,0,0.7000000000000001,0.7612499999999999,8,2011,26,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,2011-08-27,1115,0,0.6800000000000002,0.8500000000000002,8,2011,27,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
239,2011-08-28,4334,0,0.7070588235294119,0.5617647058823529,8,2011,28,Sunday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
240,2011-08-29,4634,0,0.6366666666666666,0.5545833333333333,8,2011,29,Monday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
241,2011-08-30,5204,0,0.6391666666666667,0.5483333333333332,8,2011,30,Tuesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
242,2011-08-31,5058,0,0.6566666666666667,0.5979166666666665,8,2011,31,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
243,2011-09-01,5115,0,0.6550000000000001,0.6391666666666667,9,2011,1,Thursday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
244,2011-09-02,4727,0,0.6433333333333333,0.7270833333333333,9,2011,2,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
245,2011-09-03,4484,0,0.6691666666666666,0.7166666666666667,9,2011,3,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
246,2011-09-04,4940,0,0.7091666666666666,0.7420833333333331,9,2011,4,Sunday,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
247,2011-09-05,3351,1,0.6733333333333333,0.7904166666666667,9,2011,5,Monday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
248,2011-09-06,2710,0,0.5399999999999998,0.8869565217391305,9,2011,6,Tuesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
249,2011-09-07,1996,0,0.5991666666666666,0.9170833333333336,9,2011,7,Wednesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
250,2011-09-08,1842,0,0.6339130434782608,0.9395652173913043,9,2011,8,Thursday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
251,2011-09-09,3544,0,0.65,0.8979166666666668,9,2011,9,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,2011-09-10,5345,0,0.66,0.75375,9,2011,10,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
253,2011-09-11,5046,0,0.6533333333333334,0.7137500000000001,9,2011,11,Sunday,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
254,2011-09-12,4713,0,0.6443478260869565,0.6921739130434783,9,2011,12,Monday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
255,2011-09-13,4763,0,0.6508333333333334,0.7124999999999999,9,2011,13,Tuesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
256,2011-09-14,4785,0,0.6733333333333332,0.6970833333333332,9,2011,14,Wednesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
257,2011-09-15,3659,0,0.5775000000000001,0.7091666666666668,9,2011,15,Thursday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
258,2011-09-16,4760,0,0.4691666666666667,0.5904166666666667,9,2011,16,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
259,2011-09-17,4511,0,0.49166666666666653,0.7183333333333333,9,2011,17,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
260,2011-09-18,4274,0,0.5074999999999998,0.695,9,2011,18,Sunday,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
261,2011-09-19,4539,0,0.5491666666666667,0.69,9,2011,19,Monday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
262,2011-09-20,3641,0,0.5616666666666668,0.8812500000000001,9,2011,20,Tuesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
263,2011-09-21,4352,0,0.5949999999999999,0.9000000000000002,9,2011,21,Wednesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
264,2011-09-22,4795,0,0.6283333333333333,0.9020833333333335,9,2011,22,Thursday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
265,2011-09-23,2395,0,0.6091666666666665,0.9725,9,2011,23,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
266,2011-09-24,5423,0,0.6066666666666666,0.8624999999999997,9,2011,24,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
267,2011-09-25,5010,0,0.6341666666666665,0.8449999999999999,9,2011,25,Sunday,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
268,2011-09-26,4630,0,0.6491666666666666,0.8483333333333335,9,2011,26,Monday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
269,2011-09-27,4120,0,0.6366666666666666,0.8854166666666666,9,2011,27,Tuesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
270,2011-09-28,3907,0,0.6349999999999999,0.8487499999999996,9,2011,28,Wednesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
271,2011-09-29,4839,0,0.6166666666666666,0.6991666666666666,9,2011,29,Thursday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
272,2011-09-30,5202,0,0.5641666666666665,0.6475000000000001,9,2011,30,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
273,2011-10-01,2429,0,0.41,0.75375,10,2011,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
274,2011-10-02,2918,0,0.35666666666666674,0.7916666666666665,10,2011,2,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
275,2011-10-03,3570,0,0.38416666666666677,0.7608333333333333,10,2011,3,Monday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
276,2011-10-04,4456,0,0.4841666666666667,0.7100000000000001,10,2011,4,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
277,2011-10-05,4826,0,0.5383333333333332,0.6479166666666668,10,2011,5,Wednesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
278,2011-10-06,4765,0,0.4941666666666667,0.6208333333333335,10,2011,6,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
279,2011-10-07,4985,0,0.5108333333333334,0.6841666666666666,10,2011,7,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
280,2011-10-08,5409,0,0.5216666666666666,0.7012499999999999,10,2011,8,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
281,2011-10-09,5511,0,0.5408333333333334,0.7274999999999999,10,2011,9,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
282,2011-10-10,5117,1,0.5708333333333333,0.7337499999999998,10,2011,10,Monday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
283,2011-10-11,4563,0,0.5666666666666665,0.8087499999999997,10,2011,11,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
284,2011-10-12,2416,0,0.5433333333333331,0.9062500000000003,10,2011,12,Wednesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
285,2011-10-13,2913,0,0.5891666666666665,0.8966666666666662,10,2011,13,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
286,2011-10-14,3644,0,0.5508333333333333,0.71625,10,2011,14,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
287,2011-10-15,5217,0,0.5066666666666667,0.48333333333333334,10,2011,15,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
288,2011-10-16,5041,0,0.5116666666666667,0.48666666666666664,10,2011,16,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
289,2011-10-17,4570,0,0.5341666666666668,0.5795833333333333,10,2011,17,Monday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
290,2011-10-18,4748,0,0.5324999999999999,0.7016666666666667,10,2011,18,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
